Division,Site,Plant,Building,Operation,Line,Line Name,Prod Type Group,Prod Type,Material,Nick Name,Basic Week,Plan Week,Basic Date,Plan Date,Plan Qty,Result Qty
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A6,FCA-RU PHEV(20),202036,202036,2020-09-06,2020-09-03,95,70
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A6,FCA-RU PHEV(20),202036,202036,2020-09-06,2020-09-04,95,50
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A6,FCA-RU PHEV(20),202037,202037,2020-09-13,2020-09-08,95,80
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A6,FCA-RU PHEV(20),202037,202037,2020-09-13,2020-09-09,95,72
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A6,FCA-RU PHEV(20),202037,202037,2020-09-13,2020-09-10,95,108
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A6,FCA-RU PHEV(20),202037,202037,2020-09-13,2020-09-11,95,87
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A6,FCA-RU PHEV(20),202037,202037,2020-09-13,2020-09-12,95,70
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A6,FCA-RU PHEV(20),202038,202038,2020-09-20,2020-09-14,95,91
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A6,FCA-RU PHEV(20),202038,202038,2020-09-20,2020-09-15,95,84
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A6,FCA-RU PHEV(20),202038,202038,2020-09-20,2020-09-16,95,104
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A6,FCA-RU PHEV(20),202038,202038,2020-09-20,2020-09-17,95,125
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A6,FCA-RU PHEV(20),202038,202038,2020-09-20,2020-09-18,95,108
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A6,FCA-RU PHEV(20),202038,202038,2020-09-20,2020-09-19,0,84
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A6,FCA-RU PHEV(20),202039,202039,2020-09-27,2020-09-21,95,110
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A6,FCA-RU PHEV(20),202039,202039,2020-09-27,2020-09-22,95,89
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A6,FCA-RU PHEV(20),202039,202039,2020-09-27,2020-09-23,95,62
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A6,FCA-RU PHEV(20),202039,202039,2020-09-27,2020-09-24,61,60
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A6,FCA-RU PHEV(20),202039,202039,2020-09-27,2020-09-25,0,31
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A6,FCA-RU PHEV(20),202040,202040,2020-10-04,2020-09-28,110,60
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A6,FCA-RU PHEV(20),202040,202040,2020-10-04,2020-09-29,89,87
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A6,FCA-RU PHEV(20),202040,202040,2020-10-04,2020-09-30,100,61
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A6,FCA-RU PHEV(20),202040,202040,2020-10-04,2020-10-01,0,51
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A6,FCA-RU PHEV(20),202040,202040,2020-10-04,2020-10-02,40,53
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A6,FCA-RU PHEV(20),202040,202040,2020-10-04,2020-10-04,0,41
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A6,FCA-RU PHEV(20),202041,202041,2020-10-11,2020-10-05,100,93
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A6,FCA-RU PHEV(20),202041,202041,2020-10-11,2020-10-06,100,98
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A6,FCA-RU PHEV(20),202041,202041,2020-10-11,2020-10-07,100,67
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A6,FCA-RU PHEV(20),202041,202041,2020-10-11,2020-10-08,100,62
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A6,FCA-RU PHEV(20),202041,202041,2020-10-11,2020-10-09,100,65
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A6,FCA-RU PHEV(20),202041,202041,2020-10-11,2020-10-10,90,0
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A6,FCA-RU PHEV(20),202041,202041,2020-10-11,2020-10-11,0,55
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A6,FCA-RU PHEV(20),202042,202042,2020-10-18,2020-10-12,110,89
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A6,FCA-RU PHEV(20),202042,202042,2020-10-18,2020-10-13,20,75
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A6,FCA-RU PHEV(20),202042,202042,2020-10-18,2020-10-14,88,62
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A6,FCA-RU PHEV(20),202042,202042,2020-10-18,2020-10-15,88,43
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A6,FCA-RU PHEV(20),202042,202042,2020-10-18,2020-10-16,88,54
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A6,FCA-RU PHEV(20),202043,202043,2020-10-25,2020-10-19,100,44
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A6,FCA-RU PHEV(20),202043,202043,2020-10-25,2020-10-20,40,79
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A6,FCA-RU PHEV(20),202043,202043,2020-10-25,2020-10-21,100,83
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A6,FCA-RU PHEV(20),202043,202043,2020-10-25,2020-10-22,110,12
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A7,FCA-RU PHEV(21),202043,202043,2020-10-25,2020-10-22,0,36
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A7,FCA-RU PHEV(21),202043,202043,2020-10-25,2020-10-23,100,113
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A7,FCA-RU PHEV(21),202043,202043,2020-10-25,2020-10-24,100,63
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A7,FCA-RU PHEV(21),202044,202044,2020-11-01,2020-10-26,0,59
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A7,FCA-RU PHEV(21),202044,202044,2020-11-01,2020-10-27,0,79
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A7,FCA-RU PHEV(21),202044,202044,2020-11-01,2020-10-28,100,68
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A7,FCA-RU PHEV(21),202044,202044,2020-11-01,2020-10-29,100,97
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A7,FCA-RU PHEV(21),202044,202044,2020-11-01,2020-10-30,102,102
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A7,FCA-RU PHEV(21),202044,202044,2020-11-01,2020-10-31,0,58
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A7,FCA-RU PHEV(21),202045,202045,2020-11-08,2020-11-02,110,69
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A7,FCA-RU PHEV(21),202045,202045,2020-11-08,2020-11-03,80,110
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A7,FCA-RU PHEV(21),202045,202045,2020-11-08,2020-11-04,90,96
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A7,FCA-RU PHEV(21),202045,202045,2020-11-08,2020-11-05,90,65
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A7,FCA-RU PHEV(21),202045,202045,2020-11-08,2020-11-06,90,1
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A7,FCA-RU PHEV(21),202045,202045,2020-11-08,2020-11-08,0,39
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A7,FCA-RU PHEV(21),202046,202046,2020-11-15,2020-11-09,90,102
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A7,FCA-RU PHEV(21),202046,202046,2020-11-15,2020-11-10,90,96
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A7,FCA-RU PHEV(21),202046,202046,2020-11-15,2020-11-11,90,60
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A7,FCA-RU PHEV(21),202046,202046,2020-11-15,2020-11-12,90,50
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A7,FCA-RU PHEV(21),202046,202046,2020-11-15,2020-11-13,0,58
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A7,FCA-RU PHEV(21),202046,202046,2020-11-15,2020-11-14,0,50
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A7,FCA-RU PHEV(21),202046,202046,2020-11-15,2020-11-15,0,25
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A7,FCA-RU PHEV(21),202047,202047,2020-11-22,2020-11-16,60,52
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A7,FCA-RU PHEV(21),202047,202047,2020-11-22,2020-11-17,60,54
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A7,FCA-RU PHEV(21),202047,202047,2020-11-22,2020-11-18,60,52
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A7,FCA-RU PHEV(21),202047,202047,2020-11-22,2020-11-19,60,6
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A7,FCA-RU PHEV(21),202047,202047,2020-11-22,2020-11-20,60,55
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A7,FCA-RU PHEV(21),202047,202047,2020-11-22,2020-11-21,60,91
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A7,FCA-RU PHEV(21),202047,202047,2020-11-22,2020-11-22,40,42
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A7,FCA-RU PHEV(21),202048,202048,2020-11-29,2020-11-23,60,80
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A7,FCA-RU PHEV(21),202048,202048,2020-11-29,2020-11-24,60,63
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A7,FCA-RU PHEV(21),202048,202048,2020-11-29,2020-11-25,95,61
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A7,FCA-RU PHEV(21),202048,202048,2020-11-29,2020-11-29,40,71
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A7,FCA-RU PHEV(21),202049,202049,2020-12-06,2020-11-30,100,76
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A7,FCA-RU PHEV(21),202049,202049,2020-12-06,2020-12-01,0,21
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A7,FCA-RU PHEV(21),202049,202049,2020-12-06,2020-12-02,90,41
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A7,FCA-RU PHEV(21),202049,202049,2020-12-06,2020-12-03,90,106
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A7,FCA-RU PHEV(21),202049,202049,2020-12-06,2020-12-04,90,87
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A7,FCA-RU PHEV(21),202049,202049,2020-12-06,2020-12-05,90,97
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A7,FCA-RU PHEV(21),202049,202049,2020-12-06,2020-12-06,90,106
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A7,FCA-RU PHEV(21),202050,202050,2020-12-13,2020-12-07,90,105
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A7,FCA-RU PHEV(21),202050,202050,2020-12-13,2020-12-08,90,74
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A7,FCA-RU PHEV(21),202050,202050,2020-12-13,2020-12-09,90,72
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A7,FCA-RU PHEV(21),202050,202050,2020-12-13,2020-12-10,90,89
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A7,FCA-RU PHEV(21),202050,202050,2020-12-13,2020-12-11,90,101
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A7,FCA-RU PHEV(21),202050,202050,2020-12-13,2020-12-12,90,72
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A7,FCA-RU PHEV(21),202050,202050,2020-12-13,2020-12-13,0,28
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A7,FCA-RU PHEV(21),202051,202051,2020-12-20,2020-12-14,90,93
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A7,FCA-RU PHEV(21),202051,202051,2020-12-20,2020-12-15,90,118
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A7,FCA-RU PHEV(21),202051,202051,2020-12-20,2020-12-16,90,65
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A7,FCA-RU PHEV(21),202051,202051,2020-12-20,2020-12-17,90,59
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A7,FCA-RU PHEV(21),202051,202051,2020-12-20,2020-12-18,90,45
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A7,FCA-RU PHEV(21),202051,202051,2020-12-20,2020-12-19,90,60
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A7,FCA-RU PHEV(21),202051,202051,2020-12-20,2020-12-20,0,38
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A7,FCA-RU PHEV(21),202052,202052,2020-12-27,2020-12-21,90,55
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A7,FCA-RU PHEV(21),202052,202052,2020-12-27,2020-12-22,90,91
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A7,FCA-RU PHEV(21),202052,202052,2020-12-27,2020-12-23,90,81
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A7,FCA-RU PHEV(21),202052,202052,2020-12-27,2020-12-27,0,55
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A7,FCA-RU PHEV(21),202053,202053,2021-01-03,2020-12-28,90,83
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A7,FCA-RU PHEV(21),202053,202053,2021-01-03,2020-12-29,90,55
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A7,FCA-RU PHEV(21),202053,202053,2021-01-03,2021-01-03,30,46
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A7,FCA-RU PHEV(21),202101,202101,2021-01-10,2021-01-04,100,88
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A7,FCA-RU PHEV(21),202101,202101,2021-01-10,2021-01-05,100,98
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A7,FCA-RU PHEV(21),202101,202101,2021-01-10,2021-01-06,100,94
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A7,FCA-RU PHEV(21),202101,202101,2021-01-10,2021-01-07,100,105
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A7,FCA-RU PHEV(21),202101,202101,2021-01-10,2021-01-08,100,71
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A7,FCA-RU PHEV(21),202101,202101,2021-01-10,2021-01-09,70,87
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A7,FCA-RU PHEV(21),202101,202101,2021-01-10,2021-01-10,0,58
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A7,FCA-RU PHEV(21),202102,202102,2021-01-17,2021-01-11,100,80
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A7,FCA-RU PHEV(21),202102,202102,2021-01-17,2021-01-12,100,101
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A7,FCA-RU PHEV(21),202102,202102,2021-01-17,2021-01-13,100,62
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A7,FCA-RU PHEV(21),202102,202102,2021-01-17,2021-01-14,100,96
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A7,FCA-RU PHEV(21),202102,202102,2021-01-17,2021-01-15,100,118
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A7,FCA-RU PHEV(21),202102,202102,2021-01-17,2021-01-16,100,109
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A7,FCA-RU PHEV(21),202102,202102,2021-01-17,2021-01-17,0,74
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A7,FCA-RU PHEV(21),202103,202103,2021-01-24,2021-01-18,100,1
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A7,FCA-RU PHEV(21),202103,202103,2021-01-24,2021-01-19,100,113
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A7,FCA-RU PHEV(21),202103,202103,2021-01-24,2021-01-20,100,102
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A7,FCA-RU PHEV(21),202103,202103,2021-01-24,2021-01-21,100,113
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A7,FCA-RU PHEV(21),202103,202103,2021-01-24,2021-01-22,100,94
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A7,FCA-RU PHEV(21),202103,202103,2021-01-24,2021-01-23,100,86
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A7,FCA-RU PHEV(21),202103,202103,2021-01-24,2021-01-24,0,27
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A7,FCA-RU PHEV(21),202104,202104,2021-01-31,2021-01-25,100,97
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A7,FCA-RU PHEV(21),202104,202104,2021-01-31,2021-01-26,100,108
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A7,FCA-RU PHEV(21),202104,202104,2021-01-31,2021-01-27,100,83
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A7,FCA-RU PHEV(21),202104,202104,2021-01-31,2021-01-28,100,93
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A7,FCA-RU PHEV(21),202104,202104,2021-01-31,2021-01-29,100,101
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A7,FCA-RU PHEV(21),202104,202104,2021-01-31,2021-01-30,100,66
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A7,FCA-RU PHEV(21),202104,202104,2021-01-31,2021-01-31,0,30
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A7,FCA-RU PHEV(21),202105,202105,2021-02-07,2021-02-01,30,77
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A7,FCA-RU PHEV(21),202105,202105,2021-02-07,2021-02-02,120,117
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A7,FCA-RU PHEV(21),202105,202105,2021-02-07,2021-02-03,120,101
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A7,FCA-RU PHEV(21),202105,202105,2021-02-07,2021-02-04,120,106
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A7,FCA-RU PHEV(21),202105,202105,2021-02-07,2021-02-05,80,106
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A7,FCA-RU PHEV(21),202105,202105,2021-02-07,2021-02-06,0,60
81,A003,G382,LGESMI-Auto. #1 Building Pack,P9500,P5Q01,Pack Line 01,MASS,MASS,APFCAPHEV-A7,FCA-RU PHEV(21),202105,202105,2021-02-07,2021-02-07,40,32
